"item_name","location_name","closing_quantity","closing_rate","closing_value"
"LUMINA (350GSM 63X78.5CMS 17.30KGS)","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 107CMS REEL-84619749","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 63.5CMS REEL-84619962","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 63.5CMS REEL-84619963","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 63.5CMS REEL-84903291","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 63.5CMS REEL-84903292","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 63.5CMS REEL-84903293","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 70CMS REEL-85383275","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 70CMS REEL-85383276","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 70CMS REEL-85383278","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85382911","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85382920","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85382929","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85382950","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85383363","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85383373","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85383403","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 85CMS REEL-85384647","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 86CMS REEL-85511432","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 86CMS REEL-85511454","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 86CMS REEL-85511645","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 86CMS REEL-85511698","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 86CMS REEL-85511720","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 190GSM 86CMS REEL[REV]","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 105.5CMS REEL-84905705","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 105.5CMS REEL-84905706","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 107CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 127CMS REEL-84823651","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 45.75CMS REEL-84990721","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 53.3 X 80CMS 8.5 KGS","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 53.3CMS REEL-69363050","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 58.5CMS REEL-84953238","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 58.5X91.5CMS 10.7KGS","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 60CMS REEL-84905704","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5CMS REEL-1","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5CMS REEL-2","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5CMS REEL-3","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5CMS REEL-4","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5X91.5CMS 11.60KG","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 63.5X91.5CMS 11.60KG","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00013133","0","0","0"
"LUMINA 200GSM 67CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 70CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 72CMS REEL-84823688","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 72CMS REEL-84823699","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 72CMS REEL-84823700","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 72X112CMS 16.1KGS","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 81.3CMS REEL-85362521","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 81.3CMS REEL-85362522","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 81.3CMS REEL-85362840","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 85CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 86CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990719","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990720","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990721","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990722","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990723","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990724","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990725","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL-84990726","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 91.5CMS REEL[REV]","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 95CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 200GSM 95CMS REEL-84905707","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 210GSM 102CMS REEL-84629487","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00002eb7","0","0","0"
"LUMINA 210GSM 61CMS REEL-84629699","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00002eb7","0","0","0"
"LUMINA 210GSM 63.5CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 210GSM 63.5X91.5CMS 12.20KGS","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 210GSM 71CMS REEL-84629475","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00002eb7","0","0","0"
"LUMINA 210GSM 72CMS REEL-84823700","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 210GSM 80CMS REEL-84629697","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 210GSM 80CMS REEL-84629697","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00002eb7","0","0","0"
"LUMINA 210GSM 81.3CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 210GSM 91.5X63.5CMS 12.20KGS","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 220GSM 47CMS REEL-85116616","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 230GSM 55CMS REEL-85382193","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 230GSM 55CMS REEL-85382209","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 230GSM 55CMS REEL-85382373","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 230GSM 55CMS REEL-85383557","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 230GSM 71X112CMS 18.30KG","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 240GSM 52CMS REEL-84701925","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 240GSM 88.5CMS REEL-84074366","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 105.5CMS REEL-85621249","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 127CMS REEL-84828541","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 53CMS REEL-85120471","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 53CMS REEL-85120503","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 53CMS REEL-85120527","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 53CMS REEL-85120570","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 53CMS REEL-85120631","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 53X80CMS 10.6KGS","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-84751454","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-84751493","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85372695","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85372696","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85372703","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85372704","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85372705","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85487507","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5CMS REEL-85487618","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 58.5X91.5CMS 13.40KG","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84828541-1","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84828541-2","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84828541-3","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84828541-4","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84965176","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84965177","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-84965195","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85373249","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85373250","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85373272","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85373273","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85382585","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85487508","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
"LUMINA 250GSM 63.5CMS REEL-85487564","29f69c78-2ba4-4adb-9d3e-2d0f415f9c56-00000cd5","0","0","0"
